id,title,description,agency,collected,freq,api_url,download_url,tags
ABS_ANNUAL_ERP_LGA2024,"ERP by LGA (2024), Age and Sex, 2001 to 2024",Statistics about the population by age and sex for Australia's Local Government Areas. Unit of measure: Persons. Geographic coverage: LGA2024. Catalogue number: 3235.0,ABS,,annual,http://data.api.abs.gov.au/data/ABS_ANNUAL_ERP_LGA2024,,AGE;DEFAULT;EXT_RESOURCE;FREQUENCY;FREQUENCY=A;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LGA_2023;MEASURE;NonProductionDataflow;REGION_TYPE;REGION_TYPE=STE;SEX_ABS;SEX_ABS=3;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2024;true
ABS_C16_G43_LGA,"Census 2016, G43 Labour force status by age by sex (LGA)","Census 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G43_LGA,,AGE;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSP_C16;LGA_2016;LGA_2016=10050;NonProductionDataflow;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G43_SA,"Census 2016, G43 Labour force status by age by sex (SA2+)","ASGS 2016 LGA based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G43_SA,,AGE;ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSP_C16;NonProductionDataflow;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G44_LGA,"Census 2016, G44 Labour force status by sex of parents by age of dependent children for Couple families (LGA)","Census 2016 LGA based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G44_LGA,,AGE;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSFF_C16;LFSMF_C16;LGA_2016;LGA_2016=10050;NonProductionDataflow;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G44_SA,"Census 2016, G44 Labour force status by sex of parents by age of dependent children for Couple families (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parents by age of dependent children for Couple families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G44_SA,,AGE;ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSFF_C16;LFSMF_C16;NonProductionDataflow;REGIONTYPE;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G45_LGA,"Census 2016, G45 Labour force status by sex of parent by age of dependent children for one parent families (LGA)","Census 2016 LGA based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G45_LGA,,AGE;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSP_C16;LGA_2016;LGA_2016=10050;NonProductionDataflow;REGIONTYPE;SEX;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G45_SA,"Census 2016, G45 Labour force status by sex of parent by age of dependent children for one parent families (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Labour force status by sex of parent by age of dependent children for one parent families, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G45_SA,,AGE;ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LFSP_C16;NonProductionDataflow;REGIONTYPE;SEX;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G46_LGA,"Census 2016, G46 Non-school qualification: Level of Education by age by sex (LGA)","Census 2016 LGA based data for Total Non-school qualification: Level of Education by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G46_LGA,,AGE;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LGA_2016;LGA_2016=10050;NonProductionDataflow;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G46_SA,"Census 2016, G46 Non-school qualification: Level of Education by age by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school qualification: Level of Education by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G46_SA,,AGE;ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;NonProductionDataflow;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G47_LGA,"Census 2016, G47 Non-school Qualification: Field of Study by age by sex (LGA)","Census 2016 LGA based data for Total Non-school qualification: Field of Study by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G47_LGA,,AGE;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LGA_2016;LGA_2016=10050;NonProductionDataflow;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G47_SA,"Census 2016, G47 Non-school Qualification: Field of Study by age by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Non-school Qualification: Field of Study by age by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G47_SA,,AGE;ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;NonProductionDataflow;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G48_LGA,"Census 2016, G48 Non-school Qualification: Field of study by occupation by sex (LGA)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification: Field of study by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G48_LGA,,DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LGA_2016;LGA_2016=10050;NonProductionDataflow;OCCP_C16;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G48_SA,"Census 2016, G48 Non-school Qualification: Field of study by occupation by sex (SA2+)","ASGS 2016 Australia/State/GCCSA/SA4/SA3/SA2 based data for Total Non-school Qualification: Field of study by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G48_SA,,ASGS_2016;ASGS_2016=0;DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;NonProductionDataflow;OCCP_C16;QALFP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
ABS_C16_G49_LGA,"Census 2016, G49 Non-school Qualification: Level of Education by occupation by sex (LGA)","Census 2016 LGA based data for Total Non-school Qualification Level of Education by occupation by sex, for the 2016 Census of Population and Housing. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: LGA2016. Catalogue number: 2916.0",ABS,,,http://data.api.abs.gov.au/data/ABS_C16_G49_LGA,,DEFAULT;EXT_RESOURCE;LAYOUT_COLUMN;LAYOUT_ROW;LAYOUT_ROW_SECTION;LGA_2016;LGA_2016=10050;NonProductionDataflow;OCCP_C16;QALLP_C16;REGIONTYPE;SEX_ABS;STATE;TIME_PERIOD;TIME_PERIOD_START;TIME_PERIOD_START=2016;true
